"time","AirTemp_degC","Longwave_Wm-2","Latent_Wm-2","Sensible_Wm-2","Shortwave_Wm-2","lightExtinct_m-1","ShearVelocity_mS-1","ShearStress_Nm-2","Area_m2"
2006-06-04 00:00:00,14.7600189208985,728.572557719067,-31.9980491503992,-3.88158023976754,0,0.8,2.23962024816,0.0118585963449479,3.6e+07
2006-06-04 01:00:00,13.965020751953,717.887953991801,-32.080993446836,-6.8803937814358,0,0.8,1.80354609372592,0.00838599003369827,3.6e+07
2006-06-04 02:00:00,13.415017700195,709.189914056742,-32.3779160931755,-8.62207991569311,0,0.8,1.55338232230489,0.00660378191123473,3.6e+07
2006-06-04 03:00:00,13.1050048828125,702.368208432606,-33.2559098104566,-9.53554809282345,0,0.8,1.46545842130848,0.00601591500528036,3.6e+07
2006-06-04 04:00:00,12.795007324219,696.046519646535,-34.297374859855,-10.4828158108344,0,0.8,1.39689065737888,0.00557186834131261,3.6e+07
2006-06-04 05:00:00,12.85,693.15745662141,-33.9959978207715,-10.2478828109429,0,0.8,1.46922359397879,0.00604058501163618,3.6e+07
2006-06-04 06:00:00,13.269998168945,693.576230217928,-31.9374603226756,-8.64551463918009,30.7240009307862,0.8,1.67773836356805,0.0074695558733088,3.6e+07
2006-06-04 07:00:00,13.6899963378905,694.436116927219,-29.6886267535431,-6.93559352276517,143.844003677368,0.8,1.89706841943271,0.00909216417897703,3.6e+07
2006-06-04 08:00:00,14.910012817383,699.259172102757,-23.938761974322,-1.12662756824091,298.671501159668,0.8,1.90513559910919,0.00915408918180351,3.6e+07
2006-06-04 09:00:00,16.9350219726565,708.235353993359,-14.0594190623143,5.17551963275806,449.543502807617,0.8,1.70084326537596,0.00763478627533644,3.6e+07
2006-06-04 10:00:00,18.960000610352,720.089937870989,-7.13209714625165,6.60846519495406,603.769012451172,0.8,1.51609828450812,0.00635184868411794,3.6e+07
2006-06-04 11:00:00,20.4450012207035,731.820947028493,-5.44442234272392,7.1895418864661,733.77001953125,0.8,1.50236962861757,0.0062601259986891,3.6e+07
2006-06-04 12:00:00,21.3949981689455,738.504772367823,-6.39536421385823,8.87411054070046,835.805999755859,0.8,1.64735728844613,0.0072544653670707,3.6e+07
2006-06-04 13:00:00,22.339990234375,742.169109828557,-7.50467252689855,10.7736830797348,884.633483886719,0.8,1.79602680865848,0.0083301072071177,3.6e+07
2006-06-04 14:00:00,22.945016479492,748.320571789767,-7.7584383668507,11.0782043586007,869.490509033203,0.8,1.80177383613791,0.00837289408700121,3.6e+07
2006-06-04 15:00:00,23.215020751953,755.910937508217,-7.05982214311514,9.79163195543196,817.198028564453,0.8,1.67615001048803,0.00745865304911226,3.6e+07
2006-06-04 16:00:00,23.4899993896485,758.606404856755,-6.5218055629832,8.84849857557881,736.22900390625,0.8,1.57989073917599,0.00678527075310424,3.6e+07
2006-06-04 17:00:00,23.2900024414065,761.712872242746,-5.50563379453162,7.69159307531173,608.5625,0.8,1.4736646167798,0.0060702309449602,3.6e+07
2006-06-04 18:00:00,22.610009765625,766.913268651403,-4.20911783124777,6.43832530529269,438.780517578125,0.8,1.36230155582598,0.00535312621877091,3.6e+07
2006-06-04 19:00:00,21.9300018310545,777.599018170494,-3.28246663081189,5.73204225026949,254.631004333496,0.8,1.30441574126286,0.0049938822121818,3.6e+07
2006-06-04 20:00:00,21.014993286133,784.807195284294,-5.17250894962215,5.63084218117024,102.231998443604,0.8,1.31070150453909,0.00503245757241889,3.6e+07
2006-06-04 21:00:00,19.8649993896485,772.298645017629,-11.856897518584,5.81636144734389,23.5200004577637,0.8,1.34901346718404,0.00526988656068255,3.6e+07
2006-06-04 22:00:00,18.715005493164,750.212984469181,-23.3579680508163,5.74995897187796,0,0.8,1.39325078519032,0.00554909281428089,3.6e+07
2006-06-04 23:00:00,17.3850189208985,732.305496050168,-39.4592540773383,4.59488751358344,0,0.8,1.5248606949574,0.00641122573056527,3.6e+07
2006-06-05 00:00:00,15.870034790039,719.555680801198,-54.0494287012918,0.0950720661335513,0,0.8,1.80237327359547,0.00837764726486703,3.6e+07
2006-06-05 01:00:00,14.3550201416015,707.570857842602,-65.1269785898277,-7.38550468978504,0,0.8,2.19353009242957,0.0114709144452179,3.6e+07
2006-06-05 02:00:00,13.2300048828125,697.668883338569,-71.9483864597811,-14.0956217080868,0,0.8,2.46459772764004,0.0138215969255969,3.6e+07
2006-06-05 03:00:00,12.485009765625,689.781563514002,-75.1009743470578,-18.6093849285344,0,0.8,2.56605660243147,0.0147430219697546,3.6e+07
2006-06-05 04:00:00,11.735009765625,682.364850873836,-78.1892452272546,-23.4227671836116,0,0.8,2.6738441884433,0.0157461345422212,3.6e+07
2006-06-05 05:00:00,11.7849975585935,680.377657883732,-73.443180128819,-22.264645113258,0,0.8,2.61179524610991,0.015165418129377,3.6e+07
2006-06-05 06:00:00,12.63498840332,683.648433616264,-61.6158750268601,-15.5595954526221,31.7439994812012,0.8,2.38923233437951,0.0131510740809627,3.6e+07
2006-06-05 07:00:00,13.484994506836,687.263914071463,-50.7722426651351,-9.68985421504448,145.215999603272,0.8,2.17073803900745,0.0112801968459924,3.6e+07
2006-06-05 08:00:00,15.0949951171875,695.85973893638,-37.3456430660604,-1.15291361104516,299.335006713867,0.8,2.03399568017553,0.0101649032879185,3.6e+07
2006-06-05 09:00:00,17.4700103759765,709.517798678677,-20.1731209953627,7.02977241311971,450.157012939453,0.8,1.98369621792743,0.00976570282224938,3.6e+07
