,0
387,-3.2296884
388,-3.2095435
389,-3.1811192
390,-3.146209
391,-3.1046765
392,-3.0548422
393,-2.9926608
394,-2.9095457
395,-2.7868254
396,-2.5791786
397,-2.1434963
398,-1.966982
399,-2.0421
400,-0.85814214
401,-0.99052453
402,-1.1187519
403,-1.2681764
404,-1.459884
405,-1.7125145
406,-2.0347085
407,-2.371051
408,-2.7271402
409,-3.071421
410,-3.242741
411,-3.283848
412,-3.2741365
413,-3.2459562
414,-3.2083147
415,-3.163837
416,-3.112929
417,-3.0543478
418,-2.9843662
419,-2.8946266
420,-2.7666788
421,-2.5556118
422,-2.1194088
423,-1.9398426
424,-2.012372
425,-0.7883202
426,-0.94591105
427,-1.0582457
428,-1.2269552
429,-1.4366574
430,-1.7050842
431,-2.0388823
432,-2.3910334
433,-2.759594
434,-3.1096604
435,-3.2896197
436,-3.3325326
437,-3.3164322
438,-3.2774563
439,-3.2272968
440,-3.1699917
441,-3.1068537
442,-3.0373094
443,-2.9581153
444,-2.8612843
445,-2.728818
446,-2.5167825
447,-2.0859587
448,-1.9057868
449,-1.9751533
450,-0.7150874
451,-0.8702551
452,-0.9599824
453,-1.1394264
454,-1.3650835
455,-1.652215
456,-2.0054102
457,-2.381696
458,-2.7700946
459,-3.130373
460,-3.322011
461,-3.3706057
462,-3.3515282
463,-3.304141
464,-3.2430065
465,-3.1738632
466,-3.099147
467,-3.0190866
468,-2.9310043
469,-2.8273458
470,-2.6906023
471,-2.4777944
472,-2.0522642
473,-1.8712887
474,-1.9373461
475,-0.63870275
476,-0.78472257
477,-0.844522
478,-1.0425119
479,-1.291668
480,-1.5977019
481,-1.9601637
482,-2.3448858
483,-2.7398067
484,-3.102486
485,-3.304867
486,-3.3617043
487,-3.34181
488,-3.2873826
489,-3.216772
490,-3.1381204
491,-3.0552514
492,-2.969207
493,-2.8778303
494,-2.77406
495,-2.6412358
496,-2.4384224
497,-2.034648
498,-1.8593634
499,-1.9219685
500,-0.5567668
501,-0.80013466
502,-0.7798158
503,-1.0314893
504,-1.2911612
505,-1.5868082
506,-1.9149085
507,-2.2603881
508,-2.623926
509,-2.9695704
510,-3.1854522
511,-3.2619066
512,-3.2488465
513,-3.1899579
514,-3.1102886
515,-3.0226948
516,-2.9332302
517,-2.8437672
518,-2.752511
519,-2.6528838
520,-2.5294855
521,-2.3451092
522,-1.9821748
523,-1.8229486
524,-1.8797793
525,-0.48543695
526,-0.67527515
527,-0.9495673
528,-0.9174471
529,-1.248029
530,-1.5066286
531,-1.7749571
532,-2.0600476
533,-2.3771641
534,-2.7060893
535,-2.9642127
536,-3.1014266
537,-3.127023
538,-3.079999
539,-2.9963934
540,-2.8994753
541,-2.8009622
542,-2.7049992
543,-2.61071
544,-2.5123131
545,-2.3960006
546,-2.2289867
547,-1.9100513
548,-1.7701539
549,-1.8199416
550,-0.46754745
551,-0.8182436
552,-0.80324435
553,-0.9744623
554,-1.1684439
555,-1.3849301
556,-1.4174565
557,-1.8238367
558,-2.1397555
559,-2.4497435
560,-2.7438846
561,-2.9444215
562,-3.0202334
563,-2.9976418
564,-2.9192014
565,-2.8185453
566,-2.7142863
567,-2.6135752
568,-2.5166178
569,-2.4183352
570,-2.3061564
571,-2.1505127
572,-1.8614032
573,-1.735169
574,-1.7805007
575,-0.71267545
576,-1.058311
577,-1.159615
578,-1.2153465
579,-1.3063723
580,-1.5496992
581,-1.5557802
582,-1.6292332
583,-2.0374622
584,-2.371803
585,-2.703648
586,-2.9399788
587,-3.0381463
588,-3.023954
589,-2.946413
590,-2.8455398
591,-2.7433581
592,-2.6477392
593,-2.5582747
594,-2.4689696
595,-2.3665001
596,-2.220999
597,-1.9437543
598,-1.8235397
599,-1.8730328
600,-0.6818025
601,-1.0489498
602,-1.2245228
603,-1.224653
604,-1.3652357
605,-1.5195532
606,-1.3781536
607,-1.6055056
608,-1.7482444
609,-2.246164
610,-2.5891824
611,-2.8499289
612,-2.971351
613,-2.9710271
614,-2.898301
615,-2.7971523
616,-2.6930497
617,-2.5955842
618,-2.504989
619,-2.4156587
620,-2.314936
621,-2.1746204
622,-1.9118387
623,-1.7985067
624,-1.8461282
625,-0.65251017
626,-1.0342321
627,-1.2349011
628,-1.3015574
629,-1.3865918
630,-1.301678
631,-1.5772759
632,-1.5919827
633,-1.5964626
634,-2.181892
635,-2.5294302
636,-2.7987783
637,-2.9298666
638,-2.9356732
639,-2.8651316
640,-2.7639062
641,-2.659087
642,-2.5610812
643,-2.4703991
644,-2.3816156
645,-2.2824512
646,-2.145722
647,-1.8922013
648,-1.783244
649,-1.8299311
650,-0.63068247
651,-1.0216465
652,-1.2355849
653,-1.3150774
654,-1.2970222
655,-1.426952
656,-1.6013063
657,-1.583053
658,-1.5381964
659,-2.1608136
660,-2.508968
661,-2.7771356
662,-2.9087355
663,-2.9150414
664,-2.8445437
665,-2.7431855
666,-2.6383588
667,-2.5405858
668,-2.450383
669,-2.362363
670,-2.2644138
671,-2.1298602
672,-1.8814579
673,-1.7748727
674,-1.8212663
675,-0.60850894
676,-1.0067291
677,-1.2244236
678,-1.3106226
679,-1.3469454
680,-1.458793
681,-1.5536574
682,-1.5687279
683,-1.4301993
684,-2.091278
685,-2.4484055
686,-2.7260878
687,-2.869081
688,-2.8836684
689,-2.8171163
690,-2.7167451
691,-2.6116905
692,-2.51352
693,-2.4231923
694,-2.335567
695,-2.2389066
696,-2.1074007
697,-1.866535
698,-1.763196
699,-1.8086704
700,-0.61348426
701,-1.0066916
702,-1.222191
703,-1.3083955
704,-1.3572167
705,-1.4466211
706,-1.4996047
707,-1.5660871
708,-1.448323
709,-2.1023026
710,-2.4583287
711,-2.729851
712,-2.8677952
713,-2.8790388
714,-2.8107827
715,-2.7098382
716,-2.6047263
717,-2.50665
718,-2.4164355
719,-2.3289068
720,-2.2323005
721,-2.1007652
722,-1.8596572
723,-1.7558707
724,-1.801441
725,-0.66614676
726,-1.0375859
727,-1.2321082
728,-1.3128772
729,-1.3702301
730,-1.4411647
731,-1.5189999
732,-1.5864335
733,-1.6316513
734,-2.2262096
735,-2.5627828
736,-2.8053472
737,-2.914366
738,-2.9051404
739,-2.8266017
740,-2.722442
741,-2.6173713
742,-2.5203023
743,-2.4310873
744,-2.3440268
745,-2.246743
746,-2.1122503
747,-1.8628306
748,-1.75499
749,-1.8020693
750,-0.75423145
751,-1.0935502
752,-1.2630794
753,-1.3351514
754,-1.3968275
755,-1.4755781
756,-1.5586883
757,-1.6303693
758,-1.8256015
759,-2.35207
760,-2.6631732
761,-2.8730109
762,-2.9500496
763,-2.9188488
764,-2.8298147
765,-2.7229373
766,-2.6188989
767,-2.5242653
768,-2.4377668
769,-2.3529832
770,-2.256801
771,-2.1212037
772,-1.8661816
773,-1.7559267
774,-1.804789
775,-0.87079525
776,-1.1409916
777,-1.2672582
778,-1.3329996
779,-1.4082738
780,-1.5033028
781,-1.6017078
782,-1.6836561
783,-2.1438816
784,-2.5382202
785,-2.7903454
786,-2.946788
787,-2.9833992
788,-2.9330828
789,-2.841928
790,-2.7412205
791,-2.6454134
792,-2.5581963
793,-2.4771638
794,-2.3952067
795,-2.298311
796,-2.156471
797,-1.8829638
798,-1.764835
799,-1.8176535
800,-0.95371926
801,-1.1202929
802,-1.1916829
803,-1.2529343
804,-1.3498038
805,-1.4735986
806,-1.6008096
807,-1.703461
808,-2.448355
809,-2.7014034
810,-2.8881724
811,-3.0016205
812,-3.0182192
813,-2.9693053
814,-2.8909872
815,-2.805256
816,-2.7216725
817,-2.6423018
818,-2.5644681
819,-2.4809425
820,-2.3769403
821,-2.219586
822,-1.9109601
823,-1.7780621
824,-1.8365759
825,-0.962317
826,-1.0485108
827,-1.074829
828,-1.1202389
829,-1.2243389
830,-1.371769
831,-1.5273331
832,-1.655851
833,-2.5865068
834,-2.7903452
835,-2.955088
836,-3.0609555
837,-3.082324
838,-3.0455434
839,-2.980704
840,-2.905834
841,-2.8288183
842,-2.7513769
843,-2.670939
844,-2.5801997
845,-2.4634242
846,-2.2844694
847,-1.9343061
848,-1.7845845
849,-1.8484827
850,-0.86641145
851,-0.92485976
852,-0.9310405
853,-0.9658469
854,-1.0701094
855,-1.2310247
856,-1.4101766
857,-1.565502
858,-2.5568914
859,-2.8041935
860,-2.9878247
861,-3.1101654
862,-3.1482446
863,-3.1243303
864,-3.067413
865,-2.996596
866,-2.9209678
867,-2.8428094
868,-2.759587
869,-2.6636343
870,-2.5381978
871,-2.3443906
872,-1.9646586
873,-1.8014677
874,-1.8690776
875,-0.6670227
876,-0.7257396
877,-0.73621356
878,-0.77905846
879,-0.8958219
880,-1.0759851
881,-1.2804762
882,-1.9109048
883,-1.6329917
884,-2.6637657
885,-2.9501984
886,-3.109907
887,-3.1782463
888,-3.1727378
889,-3.1231675
890,-3.0530136
891,-2.9753428
892,-2.8945568
893,-2.8087652
894,-2.7102034
895,-2.5815876
896,-2.3827512
897,-1.9922177
898,-1.8224272
899,-1.8916966
900,-0.36426604
901,-0.42785314
902,-0.4487695
903,-0.505334
904,-0.6387695
905,-0.83131206
906,-1.1193968
907,-1.5048976
908,-1.5077105
909,-2.1939843
910,-2.8646986
911,-3.0811281
912,-3.1997693
913,-3.2272902
914,-3.1931767
915,-3.126162
916,-3.0453186
917,-2.9591198
918,-2.8675878
919,-2.7635176
920,-2.6294253
921,-2.4240472
922,-2.0217514
923,-1.8437245
924,-1.9134654
925,-0.09302148
926,-0.07101169
927,-0.039691523
928,-0.11183801
929,-0.24629672
930,-0.38353708
931,-0.8228487
932,-1.2253357
933,-1.3586696
934,-1.8419234
935,-2.77544
936,-3.0453713
937,-3.2058082
938,-3.2621462
939,-3.2435086
940,-3.1816304
941,-3.0995214
942,-3.0087998
943,-2.9113467
944,-2.800834
945,-2.6600091
946,-2.4470985
947,-2.0337512
948,-1.8477767
949,-1.916844
950,0.18502972
951,0.3098921
952,0.31523362
953,0.24579284
954,0.15315527
955,-0.18874608
956,-0.64543664
957,-1.0566473
958,-1.2474898
959,-1.7019066
960,-2.7437935
961,-3.039283
962,-3.2166202
963,-3.2837698
964,-3.270666
965,-3.2102628
966,-3.1267083
967,-3.0325463
968,-2.9303367
969,-2.8142042
970,-2.667104
971,-2.4470441
972,-2.024344
973,-1.831843
974,-1.8998905
975,0.49537668
976,0.57819176
977,0.5868633
978,0.54667175
979,0.33494446
980,-0.047852844
981,-0.50832367
982,-0.9268638
983,-1.1533314
984,-1.5411917
985,-2.6902637
986,-3.0162244
987,-3.213349
988,-3.2939599
989,-3.2881863
990,-3.2301934
991,-3.145472
992,-3.0477269
993,-2.9404035
994,-2.8182511
995,-2.6645937
996,-2.4374244
997,-2.0060976
998,-1.8073858
999,-1.8738875
1000,0.4115961
1001,0.4559984
1002,0.46980467
1003,0.37755147
1004,0.12587532
1005,-0.2546465
1006,-0.68223846
1007,-1.0550976
1008,-1.2223258
1009,-1.8310275
1010,-2.8297863
1011,-3.0949194
1012,-3.2493098
1013,-3.2994936
1014,-3.2754393
1015,-3.208502
1016,-3.1199818
1017,-3.0203416
1018,-2.9114726
1019,-2.7877848
1020,-2.6328425
1021,-2.405166
1022,-1.9747868
1023,-1.7736921
1024,-1.8385557
1025,0.06621
1026,0.056999296
1027,0.0364393
1028,-0.07709493
1029,-0.32399058
1030,-0.66754293
1031,-1.0269738
1032,-1.3146533
1033,-1.3664466
1034,-2.4580739
1035,-3.0717642
1036,-3.2080545
1037,-3.2851102
1038,-3.2869513
1039,-3.238363
1040,-3.1627104
1041,-3.0732648
1042,-2.9754086
1043,-2.8689106
1044,-2.747749
1045,-2.5957835
1046,-2.3722649
1047,-1.9483622
1048,-1.746694
1049,-1.8097672
1050,-0.152159
1051,-0.21087787
1052,-0.25302944
1053,-0.360503
1054,-0.58096004
1055,-0.88304925
1056,-1.1892915
1057,-1.4209329
1058,-1.4068688
1059,-2.9204574
1060,-3.2173002
1061,-3.2675264
1062,-3.3008559
1063,-3.279537
1064,-3.2212698
1065,-3.1430776
1066,-3.0535746
1067,-2.955921
1068,-2.8493297
1069,-2.7279263
1070,-2.5759246
1071,-2.3530161
1072,-1.9307977
1073,-1.726653
1074,-1.7875386
1075,-0.26310998
1076,-0.36701
1077,-0.42734376
1078,-0.5304313
1079,-0.7331492
1080,-1.0074421
1081,-1.2776622
1082,-1.2604584
1083,-1.9463302
1084,-3.1463592
1085,-3.267121
1086,-3.2761614
1087,-3.2889357
1088,-3.2571797
1089,-3.1936433
1090,-3.1125176
1091,-3.0209968
1092,-2.9219131
1093,-2.814697
1094,-2.693904
1095,-2.5444446
1096,-2.3274763
1097,-1.9188335
1098,-1.718487
1099,-1.7762278
1100,-0.34301412
1101,-0.49065647
1102,-0.58137065
1103,-0.69797623
1104,-0.90128934
1105,-1.154694
1106,-1.292756
1107,-1.3379468
1108,-2.179588
1109,-3.1370199
1110,-3.2514007
1111,-3.2463782
1112,-3.2464707
1113,-3.2070644
1114,-3.1384826
1115,-3.0542445
1116,-2.9615529
1117,-2.8633935
1118,-2.759341
1119,-2.6441922
1120,-2.5035691
1121,-2.3007426
1122,-1.9185065
1123,-1.728888
1124,-1.7842101
1125,-0.41511643
1126,-0.5741527
1127,-0.7046958
1128,-0.84183955
1129,-1.0436928
1130,-1.2542126
1131,-1.2512816
1132,-1.7927829
1133,-2.2489321
1134,-3.0161834
1135,-3.1985328
1136,-3.2025065
1137,-3.1979182
1138,-3.153208
1139,-3.0794632
1140,-2.9915607
1141,-2.8976514
1142,-2.8010042
1143,-2.701129
1144,-2.5928004
1145,-2.4621224
1146,-2.2743244
1147,-1.9194688
1148,-1.7417716
1149,-1.7948679
1150,-0.5262953
1151,-0.6664195
1152,-0.8091531
1153,-0.9516995
1154,-1.1291919
1155,-1.2121954
1156,-1.3154664
1157,-1.933509
1158,-2.2784762
1159,-2.9129577
1160,-3.1432161
1161,-3.1611893
1162,-3.154968
1163,-3.106269
1164,-3.0278866
1165,-2.9363766
1166,-2.8408303
1167,-2.744684
1168,-2.6472945
1169,-2.5433416
1170,-2.419257
1171,-2.24186
1172,-1.908043
1173,-1.7406201
1174,-1.791596
1175,-0.80384314
1176,-1.0289024
1177,-1.1932933
1178,-1.3405172
1179,-1.443445
1180,-1.430329
1181,-1.5332335
1182,-2.1435573
1183,-2.4221928
1184,-3.0120337
1185,-3.2315047
1186,-3.2408555
1187,-3.2137506
1188,-3.1461246
1189,-3.0547836
1190,-2.9580417
1191,-2.864835
1192,-2.7771084
1193,-2.6921506
1194,-2.6026268
1195,-2.4934015
1196,-2.3304012
1197,-2.0108833
1198,-1.8508887
1199,-1.9075141
1200,-0.77322686
1201,-1.0504347
1202,-1.2020423
1203,-1.3178548
1204,-1.3725414
1205,-1.4462465
1206,-1.8092562
1207,-1.6218678
1208,-2.352981
1209,-2.6915364
1210,-3.046243
1211,-3.131842
1212,-3.1337013
1213,-3.0756645
1214,-2.9834106
1215,-2.8816888
1216,-2.783113
1217,-2.6911051
1218,-2.6035776
1219,-2.513766
1220,-2.4075592
1221,-2.2535598
1222,-1.9589974
1223,-1.8124987
1224,-1.8651823
1225,-0.7412443
1226,-1.0572022
1227,-1.2130264
1228,-1.2901844
1229,-1.3631428
1230,-1.5637337
1231,-1.5898639
1232,-1.6102961
1233,-2.1996381
1234,-2.4161947
1235,-2.8673558
1236,-3.025965
1237,-3.0598543
1238,-3.0149543
1239,-2.9247103
1240,-2.8200605
1241,-2.7176135
1242,-2.6224608
1243,-2.53314
1244,-2.4433854
1245,-2.339986
1246,-2.1938117
1247,-1.9201274
1248,-1.7847277
1249,-1.83434
1250,-0.7041594
1251,-1.049789
1252,-1.2281168
1253,-1.3063855
1254,-1.3722664
1255,-1.4583827
1256,-1.5340778
1257,-1.6010977
1258,-2.1308668
1259,-2.3212442
1260,-2.78914
1261,-2.9740293
1262,-3.0176008
1263,-2.9760325
1264,-2.8859437
1265,-2.780307
1266,-2.6770713
1267,-2.5817666
1268,-2.4929957
1269,-2.4046183
1270,-2.3038442
1271,-2.162766
1272,-1.9013362
1273,-1.7727343
1274,-1.8212141
1275,-0.6652323
1276,-1.0344183
1277,-1.2299137
1278,-1.3117446
1279,-1.3691548
1280,-1.4413453
1281,-1.5182015
1282,-1.5836595
1283,-2.0182974
1284,-2.1754024
1285,-2.672749
1286,-2.8975277
1287,-2.9608
1288,-2.9286177
1289,-2.8415756
1290,-2.7357857
1291,-2.6316397
1292,-2.5357673
1293,-2.4471314
1294,-2.3598807
1295,-2.2618291
1296,-2.126583
1297,-1.8792715
1298,-1.7581774
1299,-1.8050178
1300,-0.6511277
1301,-1.0251882
1302,-1.2257503
1303,-1.3079027
1304,-1.3646662
1305,-1.4348251
1306,-1.5109504
1307,-1.5765513
1308,-2.014769
1309,-2.189515
1310,-2.6658337
1311,-2.8878582
1312,-2.9476273
1313,-2.9132428
1314,-2.8255374
1315,-2.7198913
1316,-2.6162546
1317,-2.521046
1318,-2.4331448
1319,-2.346707
1320,-2.249647
1321,-2.1158762
1322,-1.8717552
1323,-1.7523156
1324,-1.7990526
1325,-0.6797222
1326,-1.0404483
1327,-1.2316018
1328,-1.3117185
1329,-1.3715143
1330,-1.4455153
1331,-1.5251621
1332,-1.5945064
1333,-2.1485214
1334,-2.3842762
1335,-2.7893958
1336,-2.9576786
1337,-2.9835012
1338,-2.930741
1339,-2.8361318
1340,-2.7298582
1341,-2.6279886
1342,-2.5350447
1343,-2.4491398
1344,-2.3639648
1345,-2.2668567
1346,-2.1306942
1347,-1.8792504
1348,-1.7561585
1349,-1.8047136
1350,-0.7348074
1351,-1.0749933
1352,-1.2505442
1353,-1.3270949
1354,-1.3908252
1355,-1.4692619
1356,-1.5524389
1357,-1.6257001
1358,-2.2794468
1359,-2.5664415
1360,-2.902253
1361,-3.014508
1362,-3.0060852
1363,-2.935913
1364,-2.8355
1365,-2.7295802
1366,-2.6305225
1367,-2.54106
1368,-2.4584801
1369,-2.3759031
1370,-2.280059
1371,-2.1428947
1372,-1.8860227
1373,-1.7605438
1374,-1.8112
1375,-0.80494463
1376,-1.105
1377,-1.2563499
1378,-1.3308734
1379,-1.4038912
1380,-1.4947453
1381,-1.586417
1382,-1.6670471
1383,-2.4514503
1384,-2.804653
1385,-3.0445514
1386,-3.0812662
1387,-3.0350714
1388,-2.9515047
1389,-2.8513362
1390,-2.7512763
1391,-2.6592195
1392,-2.5760229
1393,-2.498179
1394,-2.4182324
1395,-2.322121
1396,-2.180042
1397,-1.9077961
1398,-1.7744191
1399,-1.8286037
1400,-0.8848468
1401,-1.1172907
1402,-1.2286394
1403,-1.2979281
1404,-1.3850961
1405,-1.4945506
1406,-1.6028194
1407,-1.6967481
1408,-2.5448215
1409,-2.9421494
1410,-3.1176174
1411,-3.1100943
1412,-3.0498455
1413,-2.9684815
1414,-2.8768456
1415,-2.7858214
1416,-2.7008398
1417,-2.6221344
1418,-2.5462046
1419,-2.4656389
1420,-2.3660932
1421,-2.2163856
1422,-1.92606
1423,-1.7823306
1424,-1.8389262
1425,-0.93178844
1426,-1.0815481
1427,-1.1340708
1428,-1.1825908
1429,-1.2761678
1430,-1.4053514
1431,-1.5417706
1432,-1.656128
1433,-2.4871655
1434,-2.8875124
1435,-3.0894315
1436,-3.1070487
1437,-3.0645912
1438,-2.9957807
1439,-2.9108055
1440,-2.8207366
1441,-2.73224
1442,-2.6470191
1443,-2.5628572
1444,-2.4732988
1445,-2.364587
1446,-2.2056775
1447,-1.904631
1448,-1.7540542
1449,-1.8090812
1450,-0.89991033
1451,-0.98463583
1452,-0.99140906
1453,-1.0161082
1454,-1.1072567
1455,-1.2508068
1456,-1.4104254
1457,-1.5497648
1458,-2.3481345
1459,-2.7483695
1460,-3.0155811
1461,-3.0899525
1462,-3.0788674
1463,-3.0265167
1464,-2.9474552
1465,-2.855626
1466,-2.760381
1467,-2.6655476
1468,-2.5704439
1469,-2.469655
1470,-2.3500488
1471,-2.1809032
1472,-1.8704094
1473,-1.7150818
1474,-1.768312
1475,-0.823429
1476,-0.8774756
1477,-0.8678285
1478,-0.8838314
1479,-0.97462153
1480,-1.1257454
1481,-1.3001469
1482,-1.7814926
1483,-1.5986134
1484,-2.4185026
1485,-2.915016
1486,-3.0517619
1487,-3.0756614
1488,-3.041413
1489,-2.969673
1490,-2.878187
1491,-2.779266
1492,-2.678621
1493,-2.5766277
1494,-2.4684525
1495,-2.3412292
1496,-2.164303
1497,-1.8462983
1498,-1.6882194
1499,-1.7408905
1500,-0.6663631
1501,-0.6935171
1502,-0.665992
1503,-0.67358524
1504,-0.7570983
1505,-0.909281
1506,-1.1403502
1507,-1.4414254
1508,-1.4457146
1509,-1.9773862
1510,-2.7507012
1511,-2.9821997
1512,-3.0649397
1513,-3.0632432
1514,-3.0061414
1515,-2.9171495
1516,-2.8133779
1517,-2.7038856
1518,-2.5910861
1519,-2.47133
1520,-2.3323596
1521,-2.1436298
1522,-1.8134812
1523,-1.6498007
1524,-1.7007838
1525,-0.5431675
1526,-0.5540794
1527,-0.5194105
